Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
527,7,12/7/2014,0,0,0,0,0,0
528,7,12/7/2014,0,0,0,0,0,0
529,7,12/7/2014,0,0,0,0,0,0
530,7,12/7/2014,0,0,0,0,0,0
531,7,12/7/2014,0,0,0,0,0,0
532,7,12/7/2014,0,0,0,0,0,0
533,7,12/7/2014,0,0,0,0,0,0
535,7,12/7/2014,0,0,0,0,0,0
536,7,12/7/2014,0,0,0,0,0,0
537,7,12/7/2014,0,0,0,0,0,0
538,7,12/7/2014,0,0,0,0,0,0
541,7,12/7/2014,0,0,0,0,0,0
543,7,12/7/2014,0,0,0,0,0,0
544,7,12/7/2014,0,0,0,0,0,0
545,7,12/7/2014,0,0,0,0,0,0
546,7,12/7/2014,0,0,0,0,0,0
548,7,12/7/2014,0,0,0,0,0,0
549,7,12/7/2014,0,0,0,0,0,0
550,7,12/7/2014,0,0,0,0,0,0
551,7,12/7/2014,0,0,0,0,0,0
552,7,12/7/2014,0,0,0,0,0,0
553,7,12/7/2014,0,0,0,0,0,0
554,7,12/7/2014,0,0,0,0,0,0
556,7,12/7/2014,0,0,0,0,0,0
557,7,12/7/2014,0,0,0,0,0,0
558,7,12/7/2014,0,0,0,0,0,0
559,7,12/7/2014,0,0,0,0,0,0
560,7,12/7/2014,0,0,0,0,0,0
561,7,12/7/2014,0,0,0,0,0,0
562,7,12/7/2014,21866,3316,1,0,0,0
563,7,12/7/2014,0,0,0,0,0,0
564,7,12/7/2014,0,0,0,0,0,0
565,7,12/7/2014,0,0,0,0,0,0
566,7,12/7/2014,0,0,0,0,0,0
567,7,12/7/2014,0,0,0,0,0,0
568,7,12/7/2014,0,0,0,0,0,0
569,7,12/7/2014,0,0,0,0,0,0
570,7,12/7/2014,0,0,0,0,0,0
572,7,12/7/2014,0,0,0,0,0,0
574,7,12/7/2014,0,0,0,0,0,0
576,7,12/7/2014,0,0,0,0,0,0
577,7,12/7/2014,0,0,0,0,0,0
578,7,12/7/2014,0,0,0,0,0,0
579,7,12/7/2014,0,0,0,0,0,0
580,7,12/7/2014,0,0,0,0,0,0
581,7,12/7/2014,0,0,0,0,0,0
582,7,12/7/2014,0,0,0,0,0,0
583,7,12/7/2014,0,0,0,0,0,0
584,7,12/7/2014,0,0,0,0,0,0
585,7,12/7/2014,0,0,0,0,0,0
586,7,12/7/2014,0,0,0,0,0,0
588,7,12/7/2014,0,0,0,0,0,0
589,7,12/7/2014,0,0,0,0,0,0
590,7,12/7/2014,0,0,0,0,0,0
591,7,12/7/2014,0,0,0,0,0,0
592,7,12/7/2014,0,0,0,0,0,0
593,7,12/7/2014,0,0,0,0,0,0
594,7,12/7/2014,0,0,0,0,0,0
595,7,12/7/2014,0,0,0,0,0,0
596,7,12/7/2014,0,0,0,0,0,0
597,7,12/7/2014,0,0,0,0,0,0
599,7,12/7/2014,0,0,0,0,0,0
600,7,12/7/2014,0,0,0,0,0,0
601,7,12/7/2014,0,0,0,0,0,0
602,7,12/7/2014,0,0,0,0,0,0
603,7,12/7/2014,0,0,0,0,0,0
605,7,12/7/2014,0,0,0,0,0,0
606,7,12/7/2014,0,0,0,0,0,0
607,7,12/7/2014,0,0,0,0,0,0
608,7,12/7/2014,0,0,0,0,0,0
609,7,12/7/2014,0,0,0,0,0,0
610,7,12/7/2014,0,0,0,0,0,0
613,7,12/7/2014,0,0,0,0,0,0
614,7,12/7/2014,0,0,0,0,0,0
615,7,12/7/2014,0,0,0,0,0,0
616,7,12/7/2014,0,0,0,0,0,0
617,7,12/7/2014,0,0,0,0,0,0
618,7,12/7/2014,0,0,0,0,0,0
621,7,12/7/2014,0,0,0,0,0,0
622,7,12/7/2014,0,0,0,0,0,0
623,7,12/7/2014,0,0,0,0,0,0
624,7,12/7/2014,0,0,0,0,0,0
625,7,12/7/2014,0,0,0,0,0,0
626,7,12/7/2014,0,0,0,0,0,0
627,7,12/7/2014,0,0,0,0,0,0
628,7,12/7/2014,0,0,0,0,0,0
630,7,12/7/2014,0,0,0,0,0,0
631,7,12/7/2014,0,0,0,0,0,0
632,7,12/7/2014,0,0,0,0,0,0
634,7,12/7/2014,0,0,0,0,0,0
635,7,12/7/2014,0,0,0,0,0,0
639,7,12/7/2014,0,0,0,0,0,0
640,7,12/7/2014,0,0,0,0,0,0
641,7,12/7/2014,0,0,0,0,0,0
642,7,12/7/2014,0,0,0,0,0,0
643,7,12/7/2014,0,0,0,0,0,0
645,7,12/7/2014,0,0,0,0,0,0
647,7,12/7/2014,0,0,0,0,0,0
648,7,12/7/2014,0,0,0,0,0,0
649,7,12/7/2014,0,0,0,0,0,0
651,7,12/7/2014,0,0,0,0,0,0
652,7,12/7/2014,0,0,0,0,0,0
653,7,12/7/2014,0,0,0,0,0,0
654,7,12/7/2014,0,0,0,0,0,0
655,7,12/7/2014,0,0,0,0,0,0
656,7,12/7/2014,0,0,0,0,0,0
657,7,12/7/2014,0,0,0,0,0,0
658,7,12/7/2014,0,0,0,0,0,0
659,7,12/7/2014,0,0,0,0,0,0
661,7,12/7/2014,0,0,0,0,0,0
662,7,12/7/2014,0,0,0,0,0,0
663,7,12/7/2014,0,0,0,0,0,0
664,7,12/7/2014,0,0,0,0,0,0
665,7,12/7/2014,0,0,0,0,0,0
666,7,12/7/2014,0,0,0,0,0,0
667,7,12/7/2014,0,0,0,0,0,0
668,7,12/7/2014,0,0,0,0,0,0
672,7,12/7/2014,0,0,0,0,0,0
673,7,12/7/2014,0,0,0,0,0,0
674,7,12/7/2014,0,0,0,0,0,0
675,7,12/7/2014,0,0,0,0,0,0
676,7,12/7/2014,13351,2135,1,0,0,0
678,7,12/7/2014,0,0,0,0,0,0
679,7,12/7/2014,0,0,0,0,0,0
680,7,12/7/2014,0,0,0,0,0,0
681,7,12/7/2014,0,0,0,0,0,0
682,7,12/7/2014,7155,1225,1,0,0,0
683,7,12/7/2014,0,0,0,0,0,0
685,7,12/7/2014,0,0,0,0,0,0
686,7,12/7/2014,0,0,0,0,0,0
687,7,12/7/2014,0,0,0,0,0,0
688,7,12/7/2014,0,0,0,0,0,0
689,7,12/7/2014,0,0,0,0,0,0
690,7,12/7/2014,0,0,0,0,0,0
691,7,12/7/2014,0,0,0,0,0,0
692,7,12/7/2014,0,0,0,0,0,0
693,7,12/7/2014,0,0,0,0,0,0
695,7,12/7/2014,0,0,0,0,0,0
696,7,12/7/2014,0,0,0,0,0,0
697,7,12/7/2014,0,0,0,0,0,0
698,7,12/7/2014,0,0,0,0,0,0
699,7,12/7/2014,0,0,0,0,0,0
700,7,12/7/2014,0,0,0,0,0,0
703,7,12/7/2014,0,0,0,0,0,0
704,7,12/7/2014,0,0,0,0,0,0
705,7,12/7/2014,0,0,0,0,0,0
707,7,12/7/2014,0,0,0,0,0,0
708,7,12/7/2014,0,0,0,0,0,0
709,7,12/7/2014,0,0,0,0,0,0
713,7,12/7/2014,0,0,0,0,0,0
714,7,12/7/2014,0,0,0,0,0,0
715,7,12/7/2014,0,0,0,0,0,0
717,7,12/7/2014,0,0,0,0,0,0
718,7,12/7/2014,0,0,0,0,0,0
720,7,12/7/2014,0,0,0,0,0,0
721,7,12/7/2014,0,0,0,0,0,0
722,7,12/7/2014,0,0,0,0,0,0
723,7,12/7/2014,0,0,0,0,0,0
724,7,12/7/2014,0,0,0,0,0,0
725,7,12/7/2014,0,0,0,0,0,0
726,7,12/7/2014,0,0,0,0,0,0
727,7,12/7/2014,0,0,0,0,0,0
728,7,12/7/2014,0,0,0,0,0,0
729,7,12/7/2014,0,0,0,0,0,0
730,7,12/7/2014,0,0,0,0,0,0
731,7,12/7/2014,0,0,0,0,0,0
732,7,12/7/2014,0,0,0,0,0,0
733,7,12/7/2014,15677,3481,1,0,0,0
734,7,12/7/2014,0,0,0,0,0,0
735,7,12/7/2014,0,0,0,0,0,0
737,7,12/7/2014,0,0,0,0,0,0
738,7,12/7/2014,0,0,0,0,0,0
740,7,12/7/2014,0,0,0,0,0,0
741,7,12/7/2014,0,0,0,0,0,0
742,7,12/7/2014,0,0,0,0,0,0
743,7,12/7/2014,0,0,0,0,0,0
745,7,12/7/2014,0,0,0,0,0,0
746,7,12/7/2014,0,0,0,0,0,0
747,7,12/7/2014,0,0,0,0,0,0
748,7,12/7/2014,0,0,0,0,0,0
749,7,12/7/2014,0,0,0,0,0,0
751,7,12/7/2014,0,0,0,0,0,0
752,7,12/7/2014,0,0,0,0,0,0
753,7,12/7/2014,0,0,0,0,0,0
754,7,12/7/2014,0,0,0,0,0,0
755,7,12/7/2014,0,0,0,0,0,0
756,7,12/7/2014,0,0,0,0,0,0
757,7,12/7/2014,0,0,0,0,0,0
758,7,12/7/2014,0,0,0,0,0,0
759,7,12/7/2014,0,0,0,0,0,0
760,7,12/7/2014,0,0,0,0,0,0
761,7,12/7/2014,0,0,0,0,0,0
762,7,12/7/2014,0,0,0,0,0,0
763,7,12/7/2014,0,0,0,0,0,0
764,7,12/7/2014,0,0,0,0,0,0
765,7,12/7/2014,0,0,0,0,0,0
767,7,12/7/2014,0,0,0,0,0,0
768,7,12/7/2014,0,0,0,0,0,0
769,7,12/7/2014,11799,2940,1,0,0,0
770,7,12/7/2014,0,0,0,0,0,0
772,7,12/7/2014,0,0,0,0,0,0
773,7,12/7/2014,0,0,0,0,0,0
774,7,12/7/2014,0,0,0,0,0,0
776,7,12/7/2014,0,0,0,0,0,0
777,7,12/7/2014,0,0,0,0,0,0
779,7,12/7/2014,0,0,0,0,0,0
780,7,12/7/2014,0,0,0,0,0,0
781,7,12/7/2014,0,0,0,0,0,0
782,7,12/7/2014,0,0,0,0,0,0
783,7,12/7/2014,0,0,0,0,0,0
784,7,12/7/2014,0,0,0,0,0,0
785,7,12/7/2014,0,0,0,0,0,0
786,7,12/7/2014,0,0,0,0,0,0
787,7,12/7/2014,0,0,0,0,0,0
788,7,12/7/2014,0,0,0,0,0,0
789,7,12/7/2014,0,0,0,0,0,0
790,7,12/7/2014,0,0,0,0,0,0
791,7,12/7/2014,0,0,0,0,0,0
792,7,12/7/2014,0,0,0,0,0,0
793,7,12/7/2014,0,0,0,0,0,0
794,7,12/7/2014,0,0,0,0,0,0
795,7,12/7/2014,0,0,0,0,0,0
796,7,12/7/2014,0,0,0,0,0,0
798,7,12/7/2014,0,0,0,0,0,0
799,7,12/7/2014,0,0,0,0,0,0
800,7,12/7/2014,0,0,0,0,0,0
801,7,12/7/2014,0,0,0,0,0,0
802,7,12/7/2014,0,0,0,0,0,0
803,7,12/7/2014,0,0,0,0,0,0
807,7,12/7/2014,0,0,0,0,0,0
808,7,12/7/2014,0,0,0,0,0,0
809,7,12/7/2014,0,0,0,0,0,0
810,7,12/7/2014,0,0,0,0,0,0
811,7,12/7/2014,0,0,0,0,0,0
812,7,12/7/2014,0,0,0,0,0,0
813,7,12/7/2014,0,0,0,0,0,0
814,7,12/7/2014,0,0,0,0,0,0
816,7,12/7/2014,0,0,0,0,0,0
817,7,12/7/2014,0,0,0,0,0,0
818,7,12/7/2014,0,0,0,0,0,0
819,7,12/7/2014,0,0,0,0,0,0
821,7,12/7/2014,0,0,0,0,0,0
822,7,12/7/2014,0,0,0,0,0,0
823,7,12/7/2014,0,0,0,0,0,0
824,7,12/7/2014,0,0,0,0,0,0
826,7,12/7/2014,0,0,0,0,0,0
827,7,12/7/2014,0,0,0,0,0,0
828,7,12/7/2014,0,0,0,0,0,0
829,7,12/7/2014,0,0,0,0,0,0
830,7,12/7/2014,0,0,0,0,0,0
831,7,12/7/2014,0,0,0,0,0,0
832,7,12/7/2014,0,0,0,0,0,0
833,7,12/7/2014,0,0,0,0,0,0
834,7,12/7/2014,0,0,0,0,0,0
835,7,12/7/2014,0,0,0,0,0,0
836,7,12/7/2014,0,0,0,0,0,0
837,7,12/7/2014,0,0,0,0,0,0
838,7,12/7/2014,0,0,0,0,0,0
839,7,12/7/2014,0,0,0,0,0,0
840,7,12/7/2014,0,0,0,0,0,0
841,7,12/7/2014,0,0,0,0,0,0
843,7,12/7/2014,0,0,0,0,0,0
844,7,12/7/2014,0,0,0,0,0,0
845,7,12/7/2014,0,0,0,0,0,0
846,7,12/7/2014,0,0,0,0,0,0
847,7,12/7/2014,0,0,0,0,0,0
848,7,12/7/2014,0,0,0,0,0,0
849,7,12/7/2014,0,0,0,0,0,0
850,7,12/7/2014,0,0,0,0,0,0
852,7,12/7/2014,0,0,0,0,0,0
853,7,12/7/2014,0,0,0,0,0,0
854,7,12/7/2014,0,0,0,0,0,0
855,7,12/7/2014,0,0,0,0,0,0
856,7,12/7/2014,0,0,0,0,0,0
857,7,12/7/2014,0,0,0,0,0,0
860,7,12/7/2014,0,0,0,0,0,0
861,7,12/7/2014,0,0,0,0,0,0
862,7,12/7/2014,0,0,0,0,0,0
863,7,12/7/2014,0,0,0,0,0,0
864,7,12/7/2014,0,0,0,0,0,0
865,7,12/7/2014,0,0,0,0,0,0
866,7,12/7/2014,0,0,0,0,0,0
867,7,12/7/2014,0,0,0,0,0,0
868,7,12/7/2014,0,0,0,0,0,0
869,7,12/7/2014,0,0,0,0,0,0
870,7,12/7/2014,0,0,0,0,0,0
871,7,12/7/2014,0,0,0,0,0,0
872,7,12/7/2014,0,0,0,0,0,0
873,7,12/7/2014,0,0,0,0,0,0
874,7,12/7/2014,0,0,0,0,0,0
875,7,12/7/2014,0,0,0,0,0,0
876,7,12/7/2014,0,0,0,0,0,0
877,7,12/7/2014,0,0,0,0,0,0
878,7,12/7/2014,0,0,0,0,0,0
880,7,12/7/2014,0,0,0,0,0,0
881,7,12/7/2014,0,0,0,0,0,0
882,7,12/7/2014,0,0,0,0,0,0
883,7,12/7/2014,0,0,0,0,0,0
885,7,12/7/2014,0,0,0,0,0,0
886,7,12/7/2014,0,0,0,0,0,0
887,7,12/7/2014,0,0,0,0,0,0
888,7,12/7/2014,0,0,0,0,0,0
889,7,12/7/2014,0,0,0,0,0,0
891,7,12/7/2014,0,0,0,0,0,0
892,7,12/7/2014,0,0,0,0,0,0
894,7,12/7/2014,0,0,0,0,0,0
895,7,12/7/2014,0,0,0,0,0,0
896,7,12/7/2014,0,0,0,0,0,0
897,7,12/7/2014,0,0,0,0,0,0
898,7,12/7/2014,0,0,0,0,0,0
899,7,12/7/2014,0,0,0,0,0,0
901,7,12/7/2014,0,0,0,0,0,0
905,7,12/7/2014,0,0,0,0,0,0
906,7,12/7/2014,0,0,0,0,0,0
907,7,12/7/2014,0,0,0,0,0,0
908,7,12/7/2014,0,0,0,0,0,0
910,7,12/7/2014,0,0,0,0,0,0
911,7,12/7/2014,0,0,0,0,0,0
912,7,12/7/2014,0,0,0,0,0,0
913,7,12/7/2014,0,0,0,0,0,0
914,7,12/7/2014,0,0,0,0,0,0
916,7,12/7/2014,0,0,0,0,0,0
917,7,12/7/2014,0,0,0,0,0,0
918,7,12/7/2014,0,0,0,0,0,0
921,7,12/7/2014,0,0,0,0,0,0
922,7,12/7/2014,0,0,0,0,0,0
923,7,12/7/2014,0,0,0,0,0,0
924,7,12/7/2014,0,0,0,0,0,0
925,7,12/7/2014,0,0,0,0,0,0
926,7,12/7/2014,0,0,0,0,0,0
927,7,12/7/2014,0,0,0,0,0,0
928,7,12/7/2014,0,0,0,0,0,0
929,7,12/7/2014,0,0,0,0,0,0
930,7,12/7/2014,0,0,0,0,0,0
931,7,12/7/2014,0,0,0,0,0,0
933,7,12/7/2014,0,0,0,0,0,0
934,7,12/7/2014,0,0,0,0,0,0
935,7,12/7/2014,0,0,0,0,0,0
936,7,12/7/2014,0,0,0,0,0,0
937,7,12/7/2014,0,0,0,0,0,0
938,7,12/7/2014,0,0,0,0,0,0
939,7,12/7/2014,0,0,0,0,0,0
940,7,12/7/2014,0,0,0,0,0,0
942,7,12/7/2014,0,0,0,0,0,0
943,7,12/7/2014,0,0,0,0,0,0
944,7,12/7/2014,0,0,0,0,0,0
945,7,12/7/2014,0,0,0,0,0,0
946,7,12/7/2014,0,0,0,0,0,0
947,7,12/7/2014,0,0,0,0,0,0
948,7,12/7/2014,10663,1975,1,0,0,0
949,7,12/7/2014,0,0,0,0,0,0
950,7,12/7/2014,0,0,0,0,0,0
951,7,12/7/2014,0,0,0,0,0,0
953,7,12/7/2014,0,0,0,0,0,0
954,7,12/7/2014,0,0,0,0,0,0
955,7,12/7/2014,0,0,0,0,0,0
956,7,12/7/2014,0,0,0,0,0,0
957,7,12/7/2014,0,0,0,0,0,0
958,7,12/7/2014,0,0,0,0,0,0
959,7,12/7/2014,0,0,0,0,0,0
960,7,12/7/2014,0,0,0,0,0,0
961,7,12/7/2014,0,0,0,0,0,0
962,7,12/7/2014,0,0,0,0,0,0
963,7,12/7/2014,0,0,0,0,0,0
964,7,12/7/2014,0,0,0,0,0,0
965,7,12/7/2014,0,0,0,0,0,0
966,7,12/7/2014,0,0,0,0,0,0
967,7,12/7/2014,0,0,0,0,0,0
968,7,12/7/2014,0,0,0,0,0,0
969,7,12/7/2014,0,0,0,0,0,0
970,7,12/7/2014,0,0,0,0,0,0
971,7,12/7/2014,0,0,0,0,0,0
972,7,12/7/2014,0,0,0,0,0,0
973,7,12/7/2014,0,0,0,0,0,0
975,7,12/7/2014,0,0,0,0,0,0
976,7,12/7/2014,0,0,0,0,0,0
978,7,12/7/2014,0,0,0,0,0,0
979,7,12/7/2014,0,0,0,0,0,0
980,7,12/7/2014,0,0,0,0,0,0
981,7,12/7/2014,0,0,0,0,0,0
982,7,12/7/2014,0,0,0,0,0,0
983,7,12/7/2014,0,0,0,0,0,0
984,7,12/7/2014,0,0,0,0,0,0
985,7,12/7/2014,0,0,0,0,0,0
986,7,12/7/2014,0,0,0,0,0,0
987,7,12/7/2014,0,0,0,0,0,0
988,7,12/7/2014,0,0,0,0,0,0
990,7,12/7/2014,0,0,0,0,0,0
991,7,12/7/2014,0,0,0,0,0,0
992,7,12/7/2014,0,0,0,0,0,0
993,7,12/7/2014,0,0,0,0,0,0
994,7,12/7/2014,0,0,0,0,0,0
995,7,12/7/2014,0,0,0,0,0,0
996,7,12/7/2014,0,0,0,0,0,0
997,7,12/7/2014,0,0,0,0,0,0
998,7,12/7/2014,0,0,0,0,0,0
999,7,12/7/2014,0,0,0,0,0,0
1001,7,12/7/2014,0,0,0,0,0,0
1002,7,12/7/2014,0,0,0,0,0,0
1003,7,12/7/2014,0,0,0,0,0,0
1005,7,12/7/2014,0,0,0,0,0,0
1006,7,12/7/2014,0,0,0,0,0,0
1007,7,12/7/2014,0,0,0,0,0,0
1008,7,12/7/2014,0,0,0,0,0,0
1010,7,12/7/2014,0,0,0,0,0,0
1011,7,12/7/2014,0,0,0,0,0,0
1013,7,12/7/2014,0,0,0,0,0,0
1014,7,12/7/2014,0,0,0,0,0,0
1015,7,12/7/2014,0,0,0,0,0,0
1016,7,12/7/2014,0,0,0,0,0,0
1017,7,12/7/2014,0,0,0,0,0,0
1018,7,12/7/2014,0,0,0,0,0,0
1020,7,12/7/2014,0,0,0,0,0,0
1021,7,12/7/2014,0,0,0,0,0,0
1022,7,12/7/2014,0,0,0,0,0,0
1023,7,12/7/2014,0,0,0,0,0,0
1024,7,12/7/2014,0,0,0,0,0,0
1025,7,12/7/2014,0,0,0,0,0,0
1026,7,12/7/2014,0,0,0,0,0,0
1028,7,12/7/2014,0,0,0,0,0,0
1029,7,12/7/2014,0,0,0,0,0,0
1030,7,12/7/2014,0,0,0,0,0,0
1031,7,12/7/2014,0,0,0,0,0,0
1032,7,12/7/2014,0,0,0,0,0,0
1033,7,12/7/2014,0,0,0,0,0,0
1034,7,12/7/2014,0,0,0,0,0,0
1035,7,12/7/2014,0,0,0,0,0,0
1036,7,12/7/2014,0,0,0,0,0,0
1037,7,12/7/2014,0,0,0,0,0,0
1039,7,12/7/2014,0,0,0,0,0,0
1040,7,12/7/2014,0,0,0,0,0,0
1042,7,12/7/2014,0,0,0,0,0,0
1043,7,12/7/2014,0,0,0,0,0,0
1044,7,12/7/2014,0,0,0,0,0,0
1045,7,12/7/2014,0,0,0,0,0,0
1046,7,12/7/2014,0,0,0,0,0,0
1047,7,12/7/2014,0,0,0,0,0,0
1048,7,12/7/2014,0,0,0,0,0,0
1050,7,12/7/2014,0,0,0,0,0,0
1051,7,12/7/2014,0,0,0,0,0,0
1052,7,12/7/2014,0,0,0,0,0,0
1053,7,12/7/2014,0,0,0,0,0,0
1054,7,12/7/2014,0,0,0,0,0,0
1055,7,12/7/2014,0,0,0,0,0,0
1057,7,12/7/2014,0,0,0,0,0,0
1058,7,12/7/2014,0,0,0,0,0,0
1059,7,12/7/2014,0,0,0,0,0,0
1060,7,12/7/2014,0,0,0,0,0,0
1061,7,12/7/2014,0,0,0,0,0,0
1062,7,12/7/2014,0,0,0,0,0,0
1063,7,12/7/2014,0,0,0,0,0,0
1064,7,12/7/2014,0,0,0,0,0,0
1066,7,12/7/2014,0,0,0,0,0,0
1068,7,12/7/2014,0,0,0,0,0,0
1069,7,12/7/2014,0,0,0,0,0,0
1070,7,12/7/2014,0,0,0,0,0,0
1071,7,12/7/2014,0,0,0,0,0,0
1072,7,12/7/2014,0,0,0,0,0,0
1073,7,12/7/2014,0,0,0,0,0,0
1074,7,12/7/2014,0,0,0,0,0,0
1075,7,12/7/2014,0,0,0,0,0,0
1076,7,12/7/2014,0,0,0,0,0,0
1077,7,12/7/2014,0,0,0,0,0,0
1078,7,12/7/2014,0,0,0,0,0,0
1079,7,12/7/2014,0,0,0,0,0,0
1081,7,12/7/2014,3532,611,1,0,0,0
1082,7,12/7/2014,0,0,0,0,0,0
1083,7,12/7/2014,0,0,0,0,0,0
1084,7,12/7/2014,0,0,0,0,0,0
1085,7,12/7/2014,0,0,0,0,0,0
1086,7,12/7/2014,0,0,0,0,0,0
1087,7,12/7/2014,0,0,0,0,0,0
1088,7,12/7/2014,0,0,0,0,0,0
1089,7,12/7/2014,0,0,0,0,0,0
1090,7,12/7/2014,0,0,0,0,0,0
1091,7,12/7/2014,0,0,0,0,0,0
1093,7,12/7/2014,0,0,0,0,0,0
1095,7,12/7/2014,0,0,0,0,0,0
1096,7,12/7/2014,0,0,0,0,0,0
1097,7,12/7/2014,13453,2626,1,0,0,0
1098,7,12/7/2014,0,0,0,0,0,0
1099,7,12/7/2014,0,0,0,0,0,0
1100,7,12/7/2014,0,0,0,0,0,0
1101,7,12/7/2014,0,0,0,0,0,0
1103,7,12/7/2014,0,0,0,0,0,0
1105,7,12/7/2014,0,0,0,0,0,0
1106,7,12/7/2014,0,0,0,0,0,0
1108,7,12/7/2014,0,0,0,0,0,0
1110,7,12/7/2014,0,0,0,0,0,0
1111,7,12/7/2014,0,0,0,0,0,0
1112,7,12/7/2014,0,0,0,0,0,0
1113,7,12/7/2014,0,0,0,0,0,0
1114,7,12/7/2014,0,0,0,0,0,0
1115,7,12/7/2014,0,0,0,0,0,0
1,6,12/6/2014,6185,746,1,0,0,0
2,6,12/6/2014,2914,386,1,0,0,0
3,6,12/6/2014,7669,947,1,0,0,0
4,6,12/6/2014,11624,1556,1,0,0,0
5,6,12/6/2014,3054,392,1,0,0,0
6,6,12/6/2014,4530,448,1,0,0,0
7,6,12/6/2014,7000,739,1,0,0,0
8,6,12/6/2014,5486,660,1,0,0,0
9,6,12/6/2014,7545,641,1,0,0,0
10,6,12/6/2014,5292,545,1,0,0,0
11,6,12/6/2014,10957,1455,1,0,0,0
12,6,12/6/2014,8269,1091,1,0,0,0
14,6,12/6/2014,3911,464,1,0,0,0
15,6,12/6/2014,5960,640,1,0,0,0
16,6,12/6/2014,6990,708,1,0,0,0
17,6,12/6/2014,4174,541,1,0,0,0
18,6,12/6/2014,5236,571,1,0,0,0
19,6,12/6/2014,5010,486,1,0,0,0
21,6,12/6/2014,5392,551,1,0,0,0
23,6,12/6/2014,5141,494,1,0,0,0
24,6,12/6/2014,8707,794,1,0,0,0
25,6,12/6/2014,9766,1331,1,0,0,0
26,6,12/6/2014,6495,560,1,0,0,0
27,6,12/6/2014,9474,1105,1,0,0,0
28,6,12/6/2014,2947,333,1,0,0,0
29,6,12/6/2014,8829,764,1,0,0,0
30,6,12/6/2014,5740,863,1,0,0,0
31,6,12/6/2014,5963,589,1,0,0,0
33,6,12/6/2014,9553,912,1,0,0,0
34,6,12/6/2014,7954,991,1,0,0,0
35,6,12/6/2014,8345,600,1,0,0,0
37,6,12/6/2014,8363,968,1,0,0,0
38,6,12/6/2014,6560,628,1,0,0,0
39,6,12/6/2014,3523,478,1,0,0,0
40,6,12/6/2014,7048,971,1,0,0,0
42,6,12/6/2014,11073,1102,1,0,0,0
43,6,12/6/2014,4773,475,1,0,0,0
44,6,12/6/2014,4467,523,1,0,0,0
45,6,12/6/2014,6388,495,1,0,0,0
47,6,12/6/2014,6503,892,1,0,0,0
48,6,12/6/2014,3636,360,1,0,0,0
49,6,12/6/2014,8701,606,1,0,0,0
50,6,12/6/2014,5179,412,1,0,0,0
53,6,12/6/2014,5001,541,1,0,0,0
54,6,12/6/2014,10116,930,1,0,0,0
55,6,12/6/2014,4467,532,1,0,0,0
56,6,12/6/2014,9964,686,1,0,0,0
57,6,12/6/2014,8110,748,1,0,0,0
59,6,12/6/2014,3855,368,1,0,0,0
60,6,12/6/2014,6436,620,1,0,0,0
61,6,12/6/2014,6370,749,1,0,0,0
62,6,12/6/2014,4538,437,1,0,0,0
63,6,12/6/2014,7392,711,1,0,0,0
64,6,12/6/2014,10903,834,1,0,0,0
65,6,12/6/2014,3440,278,1,0,0,0
66,6,12/6/2014,7048,609,1,0,0,0
67,6,12/6/2014,6568,663,1,0,0,0
68,6,12/6/2014,16129,1961,1,0,0,0
69,6,12/6/2014,10124,1250,1,0,0,0
70,6,12/6/2014,6167,694,1,0,0,0
71,6,12/6/2014,8740,746,1,0,0,0
73,6,12/6/2014,4048,405,1,0,0,0
74,6,12/6/2014,7510,1014,1,0,0,0
75,6,12/6/2014,5946,642,1,0,0,0
77,6,12/6/2014,8548,726,1,0,0,0
78,6,12/6/2014,3369,477,1,0,0,0
79,6,12/6/2014,4948,487,1,0,0,0
80,6,12/6/2014,8682,659,1,0,0,0
82,6,12/6/2014,7414,686,1,0,0,0
83,6,12/6/2014,3624,302,1,0,0,0
84,6,12/6/2014,13646,1459,1,0,0,0
85,6,12/6/2014,6101,860,1,0,0,0
86,6,12/6/2014,4071,550,1,0,0,0
87,6,12/6/2014,4022,468,1,0,0,0
88,6,12/6/2014,2156,228,1,0,0,0
90,6,12/6/2014,9492,1275,1,0,0,0
91,6,12/6/2014,4989,518,1,0,0,0
92,6,12/6/2014,6675,584,1,0,0,0
93,6,12/6/2014,3747,401,1,0,0,0
94,6,12/6/2014,5300,513,1,0,0,0
95,6,12/6/2014,5383,653,1,0,0,0
96,6,12/6/2014,3352,427,1,0,0,0
97,6,12/6/2014,5345,551,1,0,0,0
98,6,12/6/2014,5942,523,1,0,0,0
101,6,12/6/2014,7788,810,1,0,0,0
102,6,12/6/2014,7210,1101,1,0,0,0
103,6,12/6/2014,4862,412,1,0,0,0
104,6,12/6/2014,11991,1554,1,0,0,0
105,6,12/6/2014,4612,450,1,0,0,0
106,6,12/6/2014,8049,753,1,0,0,0
107,6,12/6/2014,8405,1102,1,0,0,0
109,6,12/6/2014,6987,752,1,0,0,0
110,6,12/6/2014,3980,507,1,0,0,0
111,6,12/6/2014,7246,668,1,0,0,0
112,6,12/6/2014,7054,964,1,0,0,0
114,6,12/6/2014,5620,635,1,0,0,0
116,6,12/6/2014,7518,721,1,0,0,0
117,6,12/6/2014,3046,409,1,0,0,0
118,6,12/6/2014,8253,750,1,0,0,0
119,6,12/6/2014,6200,647,1,0,0,0
120,6,12/6/2014,5865,567,1,0,0,0
121,6,12/6/2014,3031,275,1,0,0,0
